class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Nothing,0.592301071,0.242705554,-0.206038326,0.999845922,0.606609166,0.217887715,-0.190338343,0.999729335,0.61288619,0.218404755,-0.190283969,0.999774456,0.619351029,0.218421072,-0.190341562,0.999780834,0.58467555,0.213428527,-0.192998871,0.999741077,0.575703204,0.210491434,-0.192886382,0.999695539,0.5664922,0.207236588,-0.193066046,0.999615788,0.623138547,0.228338584,-0.025655661,0.999816716,0.546345115,0.21006754,-0.045343332,0.999615967,0.5985533,0.267649978,-0.139304087,0.999778926,0.571293831,0.265102476,-0.145898551,0.999688327,0.629775047,0.361699075,0.039724749,0.999335587,0.469333947,0.320926517,0.019877467,0.999400377,0.650666118,0.586166561,-0.094214261,0.993598461,0.437588215,0.55068332,-0.211224467,0.955761254,0.567752004,0.407226086,-0.234967545,0.991475344,0.568121493,0.45351699,-0.462146848,0.915220261,0.539738357,0.362785846,-0.282954067,0.977355361,0.595397115,0.443244189,-0.507539093,0.858264387,0.549048185,0.336225182,-0.250325978,0.975493312,0.589697778,0.418841064,-0.466946423,0.84528023,0.555182099,0.350913584,-0.223439023,0.972801805,0.577500761,0.420975894,-0.450956017,0.841277242,0.567774415,0.810858548,0.009365839,0.993201315,0.435528696,0.798104346,-0.008114366,0.994118392,0.57139039,1.119695187,-0.025688905,0.554407656,0.430063784,1.10193193,0.116046906,0.501850486,0.550639927,1.386489749,0.12273854,0.061054975,0.411904514,1.417901516,0.329446346,0.054568637,0.542816222,1.418263674,0.132000431,0.057230126,0.407580912,1.459326267,0.345066965,0.032879949,0.537608445,1.502055287,-0.049853068,0.033470362,0.401946306,1.515663266,0.133798808,0.022641834
Nothing,0.615838468,0.245937034,-0.201096773,0.999857008,0.630603552,0.220572099,-0.185843199,0.99974966,0.637515068,0.220786303,-0.185840204,0.999789655,0.64411819,0.220435604,-0.185891464,0.999795556,0.609755814,0.216435656,-0.18797262,0.999763191,0.60209024,0.21353583,-0.187893242,0.999721348,0.59456563,0.210471541,-0.188131005,0.9996503,0.649806798,0.229941681,-0.024612991,0.999826729,0.579321921,0.212455764,-0.036975056,0.999651015,0.623399854,0.270430982,-0.133181572,0.999792457,0.598037124,0.268091291,-0.137869194,0.999715865,0.667541623,0.360891789,0.038563658,0.999354899,0.506601036,0.30618757,0.024039607,0.999454558,0.655623019,0.584533751,-0.096717015,0.993102968,0.456237227,0.54143554,-0.20370388,0.959526479,0.587148547,0.400197178,-0.235537007,0.991688311,0.582599819,0.45412913,-0.487616867,0.922809124,0.565417886,0.348623276,-0.280572653,0.978006661,0.609765947,0.450203449,-0.54336077,0.870192289,0.575865388,0.326044172,-0.246069506,0.976153851,0.608952284,0.42740351,-0.507218063,0.858253598,0.579823375,0.342147917,-0.223407418,0.973635018,0.596007884,0.426309526,-0.476929665,0.854389191,0.583318114,0.807102382,0.00888241,0.993358791,0.450750887,0.781456411,-0.007611623,0.994460464,0.580363035,1.118845344,-0.025414238,0.548687458,0.425910771,1.074816227,0.106723025,0.50039953,0.555221677,1.388546705,0.127204925,0.058048308,0.409926981,1.413032055,0.279613644,0.053978436,0.546905279,1.420451522,0.136528179,0.054119647,0.404829979,1.452109694,0.290852159,0.03144221,0.539637327,1.503882647,-0.046280991,0.032969616,0.399088949,1.511127114,0.073992521,0.022522405
Nothing,0.642199159,0.246295229,-0.215444893,0.999867618,0.660862148,0.22034058,-0.197590217,0.999768317,0.668841243,0.221383974,-0.197567508,0.99980402,0.67691648,0.221694469,-0.19750087,0.999809146,0.63495034,0.213555053,-0.206708983,0.99978286,0.626198173,0.21011202,-0.206678838,0.999744296,0.61762625,0.206668064,-0.206927255,0.999680519,0.684419036,0.230257303,-0.037116587,0.999836206,0.601298511,0.210599825,-0.058200706,0.999682069,0.652200639,0.271911502,-0.139729232,0.999805868,0.621275961,0.269777358,-0.15326342,0.999740839,0.705603838,0.363678306,0.021298368,0.999377668,0.519591093,0.310818404,0.015345654,0.999498785,0.670144141,0.594556868,-0.120617822,0.9930951,0.480193943,0.546030402,-0.204239443,0.962869108,0.600817263,0.388737708,-0.272613168,0.992113054,0.615910113,0.45323807,-0.469974458,0.929219663,0.57629168,0.336188138,-0.31493777,0.979139686,0.648447812,0.444313318,-0.520658553,0.880018175,0.587206721,0.314778328,-0.280446112,0.9773404,0.650151491,0.425445676,-0.483944595,0.868941724,0.592826128,0.330634207,-0.259884059,0.974960685,0.635866761,0.425423443,-0.459851027,0.86503756,0.594054818,0.811013818,0.008664483,0.993687809,0.456307411,0.78877008,-0.007418319,0.994803905,0.582624912,1.12661767,-0.016090073,0.547763586,0.437396526,1.081514835,0.111468889,0.492687851,0.553617716,1.397387981,0.150862664,0.05585175,0.404197395,1.416844845,0.291927844,0.053332556,0.546764135,1.428730607,0.162555277,0.052265566,0.39824152,1.456305385,0.304802865,0.030632839,0.5321666,1.509374261,-0.016122404,0.032876506,0.391286999,1.514143348,0.0928303,0.022649514
Nothing,0.660942674,0.245442152,-0.211410373,0.99987632,0.679590106,0.219663829,-0.187261179,0.999782741,0.687806487,0.221577406,-0.187353283,0.999815524,0.695628762,0.222496465,-0.187300712,0.999819696,0.65477699,0.210563034,-0.196954861,0.999799252,0.645361364,0.206492767,-0.196987495,0.999764323,0.636187971,0.202339619,-0.19726631,0.999706566,0.697747588,0.230929688,-0.009053007,0.999842227,0.612209678,0.207890317,-0.046112042,0.999708235,0.66710645,0.272937268,-0.137535363,0.999811292,0.638872981,0.269444585,-0.150473848,0.999758959,0.709119141,0.368085057,0.032333545,0.999368548,0.528906345,0.305409521,0.010630633,0.999526978,0.678901494,0.596013606,-0.131034702,0.993022084,0.49578017,0.549274385,-0.233493567,0.966029704,0.614829898,0.390621841,-0.337564766,0.992353737,0.629089832,0.455543965,-0.514481425,0.935516179,0.595271051,0.344569087,-0.388332546,0.980040908,0.661349177,0.450627953,-0.575005949,0.890201449,0.603216588,0.322424054,-0.36145997,0.978333235,0.663379014,0.42989251,-0.538570464,0.880089223,0.607787907,0.336949855,-0.329279602,0.976187289,0.649633288,0.429563135,-0.504231036,0.876467943,0.601464868,0.810682297,0.01185387,0.994122028,0.463203341,0.788759053,-0.010567871,0.995201349,0.593154252,1.134883642,-0.013290919,0.548217833,0.447367042,1.100299954,0.097473957,0.494581074,0.556590676,1.419789672,0.158755928,0.052473783,0.40431118,1.426777005,0.247972101,0.051727269,0.549611807,1.452640891,0.170266479,0.049192563,0.397954881,1.466000438,0.256774098,0.029307624,0.532214046,1.528521061,-0.00586705,0.031074665,0.393044025,1.515668035,0.046329536,0.021896545
Nothing,0.656058431,0.242170915,-0.213022187,0.999881804,0.672810495,0.216306552,-0.191796303,0.999792814,0.680782914,0.218791008,-0.191868186,0.99982214,0.688884616,0.220635206,-0.191859618,0.999826193,0.649058402,0.206366196,-0.199190363,0.999812067,0.639603674,0.20185478,-0.199295878,0.999779642,0.630071163,0.197284609,-0.199573725,0.999727726,0.692142606,0.231390238,-0.015753984,0.999843299,0.604481041,0.201188907,-0.053520225,0.999728799,0.662310719,0.272795171,-0.140921101,0.999814451,0.632760465,0.265197814,-0.155582651,0.999773443,0.705293477,0.367335945,0.031432591,0.99936825,0.524169683,0.307141602,-0.004364326,0.999547064,0.67975688,0.594609916,-0.136949405,0.992558181,0.493400395,0.549623191,-0.237950727,0.968521953,0.603259265,0.392080784,-0.358387023,0.992280781,0.625585496,0.455259532,-0.514876962,0.940820396,0.578766525,0.348894298,-0.412593752,0.980226934,0.651994526,0.447066754,-0.574638247,0.898682714,0.590944767,0.3265827,-0.381957322,0.978571177,0.654031456,0.426274359,-0.544023752,0.889443874,0.596304715,0.340531081,-0.348303258,0.976542652,0.643083155,0.427116662,-0.506705701,0.885937274,0.603224456,0.810092866,0.013842878,0.994423211,0.467014641,0.786245644,-0.012592618,0.995499074,0.590505421,1.135831714,-0.012266494,0.555093765,0.441352844,1.098907709,0.085342184,0.499695897,0.555832624,1.420017242,0.173290521,0.051192194,0.404123694,1.428035498,0.247400448,0.052556057,0.548226118,1.452290893,0.186202079,0.04811066,0.396962881,1.467927694,0.257900298,0.028943665,0.530215621,1.529227972,0.012521798,0.03078289,0.393514663,1.520466924,0.04932031,0.022172561
Nothing,0.645228028,0.240795299,-0.214111656,0.999889731,0.660396099,0.215235412,-0.193228394,0.99980545,0.667435408,0.217727184,-0.193322107,0.999832511,0.67435348,0.219802707,-0.193324864,0.99983573,0.637427151,0.206100881,-0.199876934,0.999825954,0.628095269,0.202127516,-0.19996652,0.999796569,0.619576454,0.198307842,-0.2002372,0.999749422,0.678336978,0.231829301,-0.01597641,0.999849439,0.59385401,0.202686518,-0.051164396,0.999751508,0.652283549,0.271753132,-0.14277108,0.999821424,0.62254858,0.263603389,-0.155518487,0.999789774,0.697643399,0.366790742,0.030438593,0.9993788,0.520735621,0.307249635,0.001841282,0.999575853,0.670494258,0.592496455,-0.139284253,0.992656231,0.484303236,0.544223845,-0.192523852,0.971098602,0.5792467,0.377736717,-0.326466858,0.992292821,0.63066113,0.454498857,-0.371740371,0.945217669,0.556612432,0.337515473,-0.372399837,0.980473876,0.660870731,0.450096726,-0.420288146,0.904996634,0.568317294,0.315683872,-0.338963687,0.978868961,0.663813949,0.427931517,-0.380422413,0.896389008,0.575240254,0.328726321,-0.313553602,0.976882637,0.652102053,0.426899135,-0.357710123,0.89292264,0.600949645,0.810051918,0.01402876,0.994748056,0.463191509,0.786042452,-0.012836702,0.995789826,0.594724894,1.135743022,-0.023569692,0.569027603,0.438478321,1.097454548,0.081264094,0.509737849,0.558398902,1.421706796,0.14041388,0.050953925,0.404106379,1.428484559,0.240477756,0.054204971,0.550424933,1.455340981,0.151624188,0.047758859,0.397568762,1.468346715,0.25025326,0.028915614,0.533738077,1.530599952,-0.028564164,0.030741775,0.394207329,1.523091078,0.038757827,0.022861732
Nothing,0.605649054,0.241834268,-0.231925458,0.999894798,0.620341003,0.216047227,-0.217238352,0.999813795,0.628032088,0.218319446,-0.217363879,0.999837697,0.635450125,0.220268458,-0.21735926,0.99984175,0.596984267,0.207780078,-0.21975109,0.999835074,0.588175178,0.204087764,-0.219847396,0.999806464,0.579679966,0.200569585,-0.220095903,0.999763787,0.642581999,0.232228592,-0.051996149,0.999851763,0.559804499,0.205404043,-0.061262865,0.999766052,0.614822745,0.272419959,-0.162375063,0.999827802,0.585799992,0.264801294,-0.167431489,0.999802113,0.671969533,0.376851708,0.010817743,0.999402821,0.491002321,0.310257912,0.003927086,0.999591827,0.656661689,0.596133113,-0.197868571,0.992710412,0.464554071,0.557613432,-0.173242673,0.972619593,0.56045264,0.380431622,-0.381795138,0.99241209,0.593829453,0.449835092,-0.357848108,0.9475981,0.536579311,0.332534403,-0.421862185,0.98073566,0.622296333,0.435680866,-0.398341298,0.907933593,0.546013415,0.310240835,-0.377961457,0.979099751,0.621937871,0.40802142,-0.356995732,0.89966023,0.5536201,0.326087207,-0.364200681,0.977012277,0.611634612,0.412485212,-0.344980955,0.896050572,0.594101787,0.82033509,0.012461232,0.994905531,0.454626083,0.804626048,-0.011319292,0.995933592,0.58840996,1.156060576,-0.005581056,0.568245232,0.440177053,1.148492455,0.082032993,0.504914641,0.558768332,1.439175248,0.167990476,0.05019512,0.404616982,1.452162147,0.236902118,0.055696167,0.553104401,1.472697139,0.180823192,0.04750298,0.398966759,1.492011428,0.246528953,0.029586859,0.533492684,1.551747561,0.007668613,0.030913897,0.396537632,1.551244736,0.04510479,0.024016373
Nothing,0.548472881,0.242252693,-0.307902426,0.999878824,0.56695348,0.216479048,-0.298251957,0.999781728,0.575351357,0.218340188,-0.298446566,0.999808729,0.583060265,0.21980001,-0.298502356,0.999811471,0.543750584,0.209050074,-0.293902218,0.999808729,0.535677791,0.205605656,-0.294008315,0.999776483,0.528108597,0.202242985,-0.294221491,0.999724925,0.597807944,0.23111628,-0.134050757,0.999825001,0.519666135,0.207149312,-0.11118003,0.999734581,0.559260547,0.271642506,-0.235015154,0.999811053,0.533990145,0.265864044,-0.229957625,0.999786317,0.652053237,0.370162427,-0.035922028,0.999438047,0.45596242,0.317736506,0.00414396,0.999591112,0.652056336,0.594693542,-0.200925738,0.992965221,0.425837368,0.575088143,-0.102020003,0.971624434,0.534129858,0.401631892,-0.368198097,0.992511094,0.544907749,0.457364291,-0.332603157,0.946041465,0.500564754,0.345368356,-0.405037791,0.980775893,0.583876848,0.452841759,-0.372322202,0.904309154,0.511216342,0.322968483,-0.36128062,0.979165196,0.578784347,0.422328681,-0.343792975,0.89611572,0.52078867,0.338107884,-0.34744364,0.976819932,0.565701902,0.423426121,-0.324177235,0.891988754,0.584324479,0.821717203,0.002592375,0.994835258,0.445987403,0.811711967,-0.001671258,0.995829701,0.585501552,1.158430338,0.016982034,0.574617147,0.435896724,1.154679894,0.070662975,0.515506983,0.560898483,1.439211488,0.256320834,0.050995223,0.397119969,1.452199221,0.229214355,0.062221106,0.556619823,1.47291398,0.275020301,0.048329428,0.393161386,1.492217779,0.239347845,0.033772636,0.537092447,1.551302075,0.089328192,0.031667706,0.391741097,1.551374793,0.032955386,0.026975637
Nothing,0.487881988,0.258630365,-0.305987537,0.999861121,0.503310025,0.232678682,-0.288909107,0.999754071,0.512426496,0.23335433,-0.289430439,0.999777496,0.52131176,0.233868033,-0.289779425,0.999790609,0.479749858,0.229909822,-0.270084679,0.999785364,0.472364247,0.228617743,-0.270272881,0.999742687,0.465303123,0.227582842,-0.270547152,0.999697685,0.538460612,0.243444011,-0.105951287,0.999791265,0.461304814,0.233572617,-0.059400462,0.999687672,0.503675044,0.286162853,-0.219112322,0.999782443,0.4743312,0.284637809,-0.209187388,0.999752104,0.594290674,0.386188865,-0.033709444,0.999473453,0.400707096,0.368743211,0.044964913,0.999588668,0.605269551,0.613393247,-0.205683663,0.99335593,0.377415985,0.605603874,-0.116417684,0.973135769,0.465967745,0.428635687,-0.351769656,0.992923379,0.5067994,0.474279106,-0.360994369,0.949302852,0.429847568,0.382689029,-0.404196322,0.981573284,0.545595884,0.459595621,-0.405462831,0.908366799,0.436605304,0.363397419,-0.337862045,0.980002165,0.544839144,0.432286084,-0.364251703,0.900385439,0.446705192,0.374636561,-0.343440533,0.977797687,0.531569064,0.43610993,-0.349683642,0.896634579,0.542822719,0.855796933,-0.012940864,0.995046377,0.397028387,0.846942723,0.014213214,0.995955825,0.530135989,1.182863474,0.03247989,0.532375455,0.385556579,1.176080942,0.115469255,0.477164894,0.509544849,1.466520786,0.270747125,0.046422143,0.363653004,1.473743081,0.275140226,0.056918826,0.512073636,1.504139304,0.289726734,0.044397552,0.363200277,1.514856458,0.285214633,0.03101634,0.477416813,1.573914409,0.104468524,0.02901856,0.36171183,1.576082945,0.086071797,0.024831688
Nothing,0.46110779,0.313313663,-0.287730962,0.999850512,0.476210773,0.285278291,-0.274246544,0.999735773,0.484524548,0.284978658,-0.274376541,0.999758303,0.493165016,0.284791201,-0.274427205,0.999777555,0.455192238,0.283153057,-0.263175219,0.999770224,0.448655188,0.28116402,-0.263236135,0.999719858,0.442249954,0.279253095,-0.263495356,0.999675632,0.508002877,0.293619961,-0.110265456,0.99977082,0.437015921,0.283357769,-0.06145234,0.9996503,0.47616896,0.339582384,-0.215725332,0.999762714,0.450294346,0.332947105,-0.204528689,0.999729037,0.569487929,0.43833515,-0.05876109,0.999502242,0.370697498,0.4188326,0.041098319,0.999592066,0.570051193,0.645148039,-0.236173064,0.993631721,0.365892619,0.649685621,-0.134620696,0.974215627,0.434658855,0.456388474,-0.353576511,0.99307549,0.489951044,0.513255596,-0.40759325,0.950724006,0.405833006,0.421446681,-0.390735924,0.981653094,0.529516995,0.498937935,-0.457059324,0.908870041,0.414761007,0.401720077,-0.338293374,0.980073988,0.524050832,0.472071648,-0.413916588,0.900909483,0.42260766,0.412459016,-0.33547622,0.977945507,0.509436965,0.477525294,-0.398037881,0.897530556,0.525959969,0.901135504,-0.020254629,0.994953096,0.381911278,0.895229161,0.021757802,0.995779872,0.515016854,1.219539285,0.024503216,0.488901228,0.379753053,1.21682775,0.143992215,0.436458617,0.496179909,1.499061942,0.238985732,0.042172916,0.366104603,1.508428454,0.314000815,0.051785033,0.50032109,1.53606379,0.255025715,0.040794808,0.366192013,1.548028827,0.325110972,0.028491164,0.463358015,1.602472305,0.07433407,0.026515877,0.364284307,1.60877049,0.126954421,0.022735683
Nothing,0.460967451,0.354990125,-0.304522336,0.999855518,0.474401414,0.320940077,-0.28935504,0.999744713,0.482399642,0.320339322,-0.289317429,0.999765098,0.491191328,0.320345581,-0.28925541,0.999783874,0.453155339,0.322658241,-0.284317851,0.999778628,0.445673645,0.322674841,-0.284281045,0.999729812,0.437609494,0.322709203,-0.28450495,0.999688506,0.504891813,0.33386001,-0.117234185,0.999773443,0.426100492,0.329514652,-0.089426167,0.999663413,0.474809557,0.382990539,-0.232283354,0.999771297,0.448035628,0.381377876,-0.225721911,0.99974227,0.561514378,0.473440051,-0.060552616,0.999536991,0.362517357,0.461171031,0.004834357,0.999617577,0.566991687,0.677528441,-0.26001212,0.993973792,0.356619775,0.688877046,-0.237801313,0.976043999,0.437258065,0.494986027,-0.442435116,0.99329561,0.471245825,0.540914655,-0.559221089,0.953674674,0.404875129,0.457669884,-0.484030485,0.981770396,0.506818533,0.515421391,-0.615849137,0.912360132,0.409765095,0.43649286,-0.434818327,0.980144739,0.50041765,0.49185726,-0.572553754,0.904536784,0.419931591,0.447978675,-0.422569185,0.978218496,0.485797107,0.498779595,-0.547694683,0.901564181,0.527065456,0.91950357,-0.019276468,0.994752884,0.377571046,0.914412379,0.020387594,0.995482624,0.514358819,1.246568918,0.022071216,0.447002411,0.377891123,1.243244767,0.131115317,0.397420049,0.496389627,1.528006196,0.240588665,0.038251262,0.36324209,1.53827405,0.301191717,0.046944723,0.498363674,1.565090537,0.256205261,0.037266541,0.361532539,1.57833755,0.313349783,0.025945699,0.467460245,1.63514626,0.062389631,0.024131954,0.365827024,1.642033935,0.099468194,0.020701889
Nothing,0.461371511,0.355138719,-0.301392466,0.999851465,0.47541362,0.327074558,-0.284189433,0.99973017,0.484051406,0.326797932,-0.284215093,0.999752283,0.493466765,0.326916516,-0.284177989,0.9997679,0.45238772,0.327919811,-0.280521333,0.999769449,0.445630074,0.327881187,-0.280518651,0.999722838,0.439039469,0.327722728,-0.280793309,0.999682128,0.507428348,0.339988917,-0.117162243,0.999741137,0.428590238,0.333261281,-0.098109215,0.999661267,0.479375452,0.383278579,-0.232597515,0.999750435,0.446849912,0.382145196,-0.228141874,0.999736607,0.558469892,0.493821084,-0.056901384,0.999507248,0.364021242,0.465569019,-0.007223292,0.999617994,0.55337441,0.691196561,-0.240027502,0.993868709,0.350768954,0.704794168,-0.221485853,0.976983964,0.42647624,0.504072785,-0.398909181,0.992853761,0.464546293,0.557235539,-0.499113888,0.953707814,0.398031443,0.467434883,-0.44391799,0.980298281,0.501702249,0.536687136,-0.55013144,0.909392715,0.405297846,0.44773978,-0.397372246,0.978519022,0.495680332,0.511648834,-0.509754777,0.901098073,0.414784342,0.460306436,-0.379208386,0.976456165,0.477281898,0.516345918,-0.487686723,0.897541821,0.522973835,0.926896513,-0.015112368,0.99420172,0.371966839,0.918161452,0.015975736,0.995022178,0.503873706,1.249247074,0.023729831,0.429907054,0.358834594,1.240869761,0.066181488,0.385445863,0.490228713,1.527543664,0.250599921,0.036342692,0.355007976,1.538819671,0.26392591,0.045041043,0.490594447,1.565808535,0.265888751,0.035443734,0.355011076,1.577111125,0.275532335,0.024962209,0.467022955,1.631155133,0.064712711,0.023153352,0.359202981,1.645174623,0.054880135,0.020247037
Nothing,0.458421379,0.362165719,-0.303829223,0.999827802,0.473319918,0.334355891,-0.286977619,0.999674261,0.481730312,0.334124476,-0.287041008,0.999687195,0.490702689,0.334118813,-0.28703025,0.999704182,0.452235281,0.334584028,-0.282398403,0.999738634,0.446017653,0.334114581,-0.282429665,0.999691665,0.439996421,0.333240449,-0.282731265,0.99966228,0.505409241,0.344229966,-0.114804707,0.999646902,0.431834459,0.334522992,-0.092473134,0.999635637,0.474928081,0.383952945,-0.23136954,0.999695897,0.44581753,0.383708626,-0.225438744,0.999707818,0.559130073,0.48857668,-0.052593537,0.999474108,0.363217145,0.462679833,-0.002299791,0.999634504,0.563610315,0.686879516,-0.262482673,0.994073749,0.347871184,0.705661654,-0.216209456,0.97828275,0.429776728,0.51693821,-0.459143788,0.992487848,0.469116926,0.548897743,-0.492979378,0.957012057,0.395485938,0.479140311,-0.500806332,0.978421867,0.50125277,0.521919549,-0.549875319,0.914195836,0.403401703,0.455642074,-0.444585234,0.976456642,0.497536361,0.501474738,-0.504819691,0.906315207,0.41427502,0.465878338,-0.436473846,0.974133968,0.484099925,0.509275198,-0.479302406,0.902273118,0.523574054,0.928489923,-0.014385754,0.992472827,0.370963186,0.920485795,0.015264113,0.994125068,0.506617546,1.249866724,0.004511953,0.417197853,0.351042956,1.233405232,-0.083547875,0.392989755,0.496734083,1.526647091,0.243919417,0.03486133,0.355796903,1.539147973,0.062314648,0.045896742,0.496512741,1.566376925,0.25890106,0.033866096,0.358651161,1.580404639,0.068562105,0.02573554,0.474932849,1.627309918,0.041162405,0.022562426,0.354802608,1.641774654,-0.153278142,0.021281244
Nothing,0.460675627,0.37046513,-0.29867202,0.999827564,0.472536862,0.345580757,-0.259535193,0.999673903,0.47984013,0.345276684,-0.259575665,0.999686956,0.487689495,0.344980508,-0.25956437,0.999706268,0.454817235,0.346733987,-0.255580336,0.99973768,0.449384868,0.347019494,-0.255556077,0.999693811,0.443990946,0.346975982,-0.255940974,0.999669194,0.499792427,0.356201082,-0.064722225,0.999646366,0.434238672,0.353760302,-0.043902226,0.999642313,0.476558834,0.391926736,-0.221050814,0.999690533,0.449828476,0.392368466,-0.214725882,0.99969703,0.56058979,0.502046347,-0.035592351,0.99950701,0.367918104,0.4893139,0.019850286,0.999640226,0.564932466,0.679206908,-0.256522596,0.994518578,0.351325005,0.723145723,-0.212380365,0.979899287,0.43814674,0.524833143,-0.437290728,0.992761672,0.471154779,0.566258252,-0.481787354,0.960361958,0.402322859,0.492156655,-0.482789755,0.978234947,0.504166782,0.543124497,-0.540018201,0.919221044,0.409508288,0.470882446,-0.424406469,0.976189852,0.501951694,0.524840295,-0.495647103,0.911684394,0.421034664,0.482569188,-0.414312214,0.973825693,0.485803068,0.534327388,-0.468661934,0.907659233,0.527147651,0.939115524,-0.021196993,0.99146831,0.376639247,0.925022423,0.022323748,0.993219733,0.508756757,1.265220284,-0.021679536,0.388780326,0.338048697,1.241623282,-0.081497028,0.373555064,0.496915519,1.548962474,0.229447335,0.031862006,0.359431177,1.547506928,0.079868242,0.041975539,0.497954547,1.59056747,0.24401316,0.030998683,0.362257659,1.583200455,0.087230809,0.023769375,0.474695832,1.639187336,-0.002560082,0.020674039,0.359538287,1.653762698,-0.145962745,0.019536853
Nothing,0.462067515,0.401663035,-0.292822987,0.999835193,0.47610721,0.374100745,-0.260894299,0.999688506,0.484157234,0.373826534,-0.26098448,0.999701023,0.492156982,0.373728961,-0.260989517,0.999719083,0.453984201,0.374725938,-0.25748384,0.999749124,0.447141588,0.374689072,-0.257485539,0.999708295,0.440473646,0.374377221,-0.257863581,0.99968648,0.503569543,0.38185665,-0.068952642,0.999660432,0.430537552,0.3773624,-0.048780311,0.999662757,0.480251551,0.429079354,-0.217340395,0.999698162,0.448523194,0.428302437,-0.212093234,0.999709189,0.556113124,0.520745814,-0.035576962,0.999528646,0.366457283,0.514205039,0.021216456,0.999653399,0.551686883,0.71937114,-0.266044915,0.994419634,0.352805108,0.749781728,-0.22792156,0.980581462,0.430245459,0.550729752,-0.503389239,0.992343426,0.467439413,0.600202739,-0.527484119,0.961499631,0.399817944,0.51714623,-0.558505237,0.976585507,0.495874017,0.573516846,-0.590761662,0.918411672,0.405545652,0.498188287,-0.509927154,0.974562705,0.490902334,0.55188942,-0.550679624,0.910939395,0.414538682,0.508714139,-0.486831725,0.971573114,0.478714883,0.562518179,-0.516732037,0.906512856,0.528266609,0.942491472,-0.024361027,0.987702549,0.379692972,0.930332303,0.025354737,0.990310609,0.511622071,1.25705266,-0.076234005,0.370237172,0.339977622,1.239294052,-0.129539892,0.363877624,0.498893887,1.541598201,0.13003397,0.030295743,0.361588031,1.548253655,0.000292799,0.040285151,0.49970302,1.583377361,0.141217664,0.02965763,0.371463954,1.58550036,0.004951996,0.024047263,0.475635827,1.632931948,-0.091021411,0.019777961,0.360184193,1.65094161,-0.218737751,0.019048989
Nothing,0.464134991,0.40897122,-0.290860891,0.999839067,0.478413671,0.383063048,-0.258140266,0.99969399,0.486428499,0.383283019,-0.258298337,0.999706149,0.494077116,0.383397728,-0.258367807,0.99972266,0.455396026,0.382574677,-0.25579989,0.999753654,0.448042393,0.382316202,-0.255829215,0.999715924,0.441090912,0.381899983,-0.25620836,0.999697506,0.505029559,0.391895771,-0.063543253,0.999665201,0.430169284,0.386122704,-0.049878154,0.999676585,0.482088506,0.43716678,-0.212848276,0.999696136,0.449741513,0.435964555,-0.209616214,0.999715626,0.551904321,0.522991776,-0.02379626,0.999537647,0.367641181,0.524418116,0.029817015,0.999654114,0.551322401,0.728153527,-0.255102009,0.994232357,0.353225738,0.760341942,-0.221304893,0.980922401,0.429449469,0.565075338,-0.476406276,0.991506934,0.467287928,0.608515203,-0.508541107,0.962381184,0.399829328,0.532728255,-0.530884326,0.973625541,0.495187432,0.582636893,-0.570700645,0.917192459,0.405086368,0.513340592,-0.480889082,0.971646905,0.492640495,0.561645389,-0.529303253,0.909763157,0.413685083,0.52372086,-0.458815813,0.967496932,0.479146183,0.570578277,-0.496867985,0.904159009,0.527782321,0.940842807,-0.023864701,0.982845068,0.381450653,0.933064699,0.024727594,0.986709058,0.516376495,1.248313546,-0.130437478,0.374310911,0.330894768,1.2324754,-0.209748596,0.381647676,0.501387715,1.532312512,0.121105298,0.03255802,0.362977892,1.539849877,-0.031111291,0.046725523,0.501166105,1.572517753,0.137714028,0.031704813,0.371782809,1.577762008,-0.020740679,0.030707352,0.481540859,1.629334092,-0.081047997,0.021281209,0.359208822,1.642373562,-0.241574377,0.022452516
